"index","gender","car","reality","child_num","income_total","income_type","edu_type","family_type","house_type","DAYS_BIRTH","DAYS_EMPLOYED","FLAG_MOBIL","work_phone","phone","email","occyp_type","family_size","begin_month","credit"
5830,"F","N","Y",0,112500,"Working","Incomplete higher","Civil marriage","House / apartment",-9301,-1751,1,0,0,0,"",2,-12,"bad"
5831,"M","N","N",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-11822,-4246,1,0,0,0,"",2,-36,"bad"
5832,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-21694,-3202,1,1,0,0,"Security staff",2,-25,"bad"
5833,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Separated","Municipal apartment",-21629,365243,1,0,0,0,"",1,-49,"bad"
5834,"F","N","Y",0,90000,"Working","Higher education","Single / not married","House / apartment",-21532,-4630,1,0,0,0,"Laborers",1,-57,"good"
5835,"M","Y","Y",0,405000,"Working","Higher education","Married","House / apartment",-10772,-546,1,0,0,0,"Managers",2,-29,"bad"
5836,"M","Y","Y",0,427500,"State servant","Incomplete higher","Single / not married","Rented apartment",-11943,-3150,1,0,1,0,"High skill tech staff",1,-9,"bad"
5837,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-10712,-217,1,0,0,0,"Laborers",2,-13,"bad"
5838,"F","Y","Y",0,360000,"Pensioner","Higher education","Married","House / apartment",-21269,365243,1,0,1,0,"",2,-43,"bad"
5839,"F","N","Y",0,150750,"Pensioner","Secondary / secondary special","Married","House / apartment",-24360,365243,1,0,1,0,"",2,-22,"bad"
5840,"M","N","Y",0,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-20102,-1039,1,0,0,0,"Laborers",1,-8,"good"
5841,"M","Y","Y",2,148500,"Working","Higher education","Married","House / apartment",-16416,-1498,1,1,1,0,"Drivers",4,0,"good"
5842,"F","Y","Y",0,247500,"Working","Higher education","Married","House / apartment",-11961,-2224,1,1,0,0,"Accountants",2,-55,"bad"
5843,"F","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-16299,-655,1,0,0,0,"Managers",2,-6,"good"
5844,"M","N","Y",0,112500,"Commercial associate","Higher education","Married","House / apartment",-20103,-555,1,0,0,0,"Security staff",2,-49,"bad"
5845,"F","Y","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22880,365243,1,0,0,0,"",2,-7,"bad"
5846,"M","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-14071,-3806,1,1,0,0,"Laborers",2,-19,"bad"
5847,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Separated","With parents",-19523,-259,1,0,0,0,"",1,-10,"bad"
5848,"F","N","Y",0,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20960,365243,1,0,0,0,"",2,-50,"bad"
5849,"M","N","Y",0,180000,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-9208,-2494,1,0,0,0,"Laborers",2,-3,"good"
5850,"M","Y","Y",2,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17359,-3748,1,0,0,0,"Laborers",4,-23,"bad"
5851,"F","N","Y",0,225000,"Pensioner","Higher education","Married","House / apartment",-21137,365243,1,0,0,0,"",2,-10,"bad"
5852,"F","N","N",0,175500,"Working","Secondary / secondary special","Married","House / apartment",-18868,-10993,1,1,0,0,"",2,-20,"bad"
5853,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","With parents",-16271,-3111,1,0,0,0,"Core staff",2,-49,"good"
5854,"M","Y","Y",0,360000,"Working","Incomplete higher","Married","House / apartment",-9906,-122,1,1,1,0,"Sales staff",2,-30,"good"
5855,"M","Y","Y",0,112500,"Working","Secondary / secondary special","Single / not married","House / apartment",-9952,-1613,1,0,0,0,"",1,-2,"good"
5856,"F","N","Y",0,157500,"State servant","Secondary / secondary special","Married","House / apartment",-17033,-1843,1,0,1,0,"Medicine staff",2,-3,"good"
5857,"F","Y","Y",1,135000,"Working","Higher education","Married","House / apartment",-12071,-721,1,0,0,0,"",3,-32,"bad"
5858,"F","Y","N",0,180000,"Commercial associate","Higher education","Single / not married","House / apartment",-10132,-1108,1,1,0,1,"Core staff",1,-6,"good"
5859,"M","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-9530,-430,1,1,0,0,"Security staff",1,-47,"good"
5860,"F","Y","N",2,315000,"Working","Secondary / secondary special","Married","Rented apartment",-12209,-840,1,0,1,1,"",4,-24,"bad"
5861,"F","N","Y",0,90000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19482,-2878,1,0,0,0,"Laborers",2,-41,"bad"
5862,"F","Y","N",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-18341,-5574,1,1,1,0,"Laborers",2,-21,"bad"
5863,"F","Y","N",1,225000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-11714,-1740,1,0,0,1,"Core staff",2,-56,"bad"
5864,"F","N","Y",2,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12563,-1025,1,0,0,0,"Cooking staff",4,-7,"good"
5865,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-10573,-1185,1,1,1,0,"Medicine staff",2,-2,"good"
5866,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-22731,365243,1,0,0,0,"",1,-38,"bad"
5867,"F","N","Y",1,270000,"Working","Secondary / secondary special","Civil marriage","Municipal apartment",-11186,-1753,1,0,0,0,"Sales staff",3,-15,"good"
5868,"M","Y","Y",0,85500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22121,365243,1,0,1,0,"",2,-43,"bad"
5869,"M","Y","Y",0,207000,"Pensioner","Higher education","Married","House / apartment",-24312,365243,1,0,0,0,"",2,-32,"good"
5870,"F","N","Y",0,193500,"State servant","Higher education","Married","House / apartment",-11124,-1159,1,0,0,0,"Core staff",2,-44,"bad"
5871,"M","Y","Y",2,112500,"Working","Secondary / secondary special","Married","House / apartment",-10034,-1840,1,1,0,0,"Medicine staff",4,-36,"bad"
5872,"M","Y","N",0,270000,"Commercial associate","Higher education","Married","House / apartment",-13128,-1392,1,0,0,0,"Laborers",2,-29,"bad"
5873,"F","N","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-20445,-4187,1,0,0,0,"Laborers",2,-54,"bad"
5874,"M","Y","N",0,139500,"Working","Secondary / secondary special","Married","House / apartment",-18333,-8143,1,1,1,0,"Drivers",2,-3,"good"
5875,"F","N","N",0,135000,"Working","Incomplete higher","Married","House / apartment",-16392,-2119,1,0,0,0,"Core staff",2,-12,"good"
5876,"F","N","Y",0,112500,"Working","Secondary / secondary special","Single / not married","House / apartment",-9957,-1032,1,0,0,0,"Laborers",1,-14,"good"
5877,"M","Y","N",1,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12925,-1169,1,0,0,0,"Drivers",3,-11,"bad"
5878,"M","N","N",1,202500,"State servant","Incomplete higher","Married","With parents",-12096,-575,1,0,0,0,"Drivers",3,-10,"good"
5879,"M","Y","N",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-11598,-1976,1,1,0,0,"",2,-15,"good"
5880,"F","N","Y",0,117000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-12185,-4710,1,1,1,0,"Private service staff",2,-27,"bad"
5881,"F","N","N",1,144000,"Commercial associate","Higher education","Married","House / apartment",-12753,-1315,1,1,1,0,"",3,-37,"bad"
5882,"M","N","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-13077,-1525,1,1,0,0,"Drivers",2,-27,"bad"
5883,"F","N","Y",3,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12194,-2287,1,0,0,0,"Sales staff",5,-22,"good"
5884,"F","N","Y",0,112500,"Commercial associate","Incomplete higher","Single / not married","House / apartment",-10244,-279,1,0,1,1,"",1,-60,"bad"
5885,"F","N","Y",0,247500,"Working","Secondary / secondary special","Widow","House / apartment",-18040,-4813,1,0,0,0,"",1,-30,"bad"
5886,"F","N","N",0,63000,"Commercial associate","Higher education","Married","House / apartment",-14770,-2004,1,0,0,0,"Core staff",2,-11,"bad"
5887,"F","N","Y",1,67500,"Working","Secondary / secondary special","Separated","House / apartment",-11126,-2087,1,1,1,0,"Accountants",2,-9,"good"
5888,"M","Y","Y",0,110250,"Working","Higher education","Single / not married","House / apartment",-14129,-5758,1,0,0,0,"",1,-43,"bad"
5889,"F","N","Y",0,126000,"State servant","Higher education","Married","House / apartment",-15737,-6652,1,0,1,0,"",2,-60,"good"
5890,"F","N","Y",0,54000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20496,365243,1,0,0,0,"",2,-29,"bad"
5891,"F","Y","Y",1,135000,"Working","Higher education","Married","House / apartment",-10014,-2311,1,0,0,0,"",3,-4,"good"
5892,"F","N","Y",1,121500,"Working","Secondary / secondary special","Married","House / apartment",-16375,-962,1,0,1,0,"Sales staff",3,-20,"good"
5893,"F","N","Y",0,45000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21740,365243,1,0,0,0,"",2,-3,"good"
5894,"F","N","N",0,270000,"Working","Secondary / secondary special","Civil marriage","Office apartment",-9184,-840,1,1,1,0,"Sales staff",2,-14,"bad"
5895,"M","Y","Y",0,315000,"Working","Secondary / secondary special","Married","House / apartment",-18213,-1151,1,1,0,0,"Managers",2,-7,"bad"
5896,"M","Y","Y",0,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-21871,-979,1,0,0,0,"Drivers",2,-35,"bad"
5897,"F","N","Y",2,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-14326,-555,1,0,0,0,"Core staff",3,-8,"good"
5898,"F","Y","Y",0,225000,"Working","Higher education","Married","House / apartment",-17402,-3153,1,0,1,0,"Core staff",2,-22,"good"
5899,"F","N","N",0,153000,"Pensioner","Lower secondary","Married","House / apartment",-23361,365243,1,0,0,0,"",2,-25,"bad"
5900,"F","N","Y",0,247500,"Commercial associate","Higher education","Single / not married","House / apartment",-21537,-13735,1,0,0,0,"Core staff",1,-40,"good"
5901,"M","Y","N",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11454,-1604,1,0,0,0,"Drivers",2,-39,"good"
5902,"M","Y","Y",0,360000,"Working","Higher education","Married","House / apartment",-17255,-4865,1,0,0,0,"Laborers",2,-16,"bad"
5903,"F","Y","Y",0,76500,"Pensioner","Secondary / secondary special","Married","House / apartment",-23835,365243,1,0,0,0,"",2,-9,"bad"
5904,"F","N","Y",0,257625,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-13898,-609,1,0,0,0,"Laborers",2,-40,"bad"
5905,"F","N","Y",1,135000,"Working","Higher education","Married","House / apartment",-13280,-348,1,0,0,1,"Sales staff",3,-30,"bad"
5906,"F","Y","N",0,405000,"Working","Secondary / secondary special","Married","House / apartment",-12906,-4602,1,1,1,0,"Drivers",2,-19,"good"
5907,"F","Y","Y",0,243000,"Working","Secondary / secondary special","Single / not married","House / apartment",-14716,-2057,1,0,0,0,"Sales staff",1,-39,"bad"
5908,"F","N","N",1,112500,"Commercial associate","Higher education","Married","With parents",-12331,-3272,1,0,0,0,"Core staff",3,-3,"good"
5909,"M","N","Y",1,270000,"State servant","Secondary / secondary special","Married","House / apartment",-17110,-370,1,0,0,0,"Laborers",3,-28,"bad"
5910,"F","N","Y",0,225000,"Commercial associate","Higher education","Single / not married","House / apartment",-17031,-642,1,0,0,0,"Core staff",1,-60,"good"
5911,"F","N","N",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-9413,-2223,1,0,1,0,"",2,-31,"bad"
5912,"M","Y","N",1,315000,"Commercial associate","Higher education","Married","With parents",-11689,-716,1,1,1,0,"High skill tech staff",3,-13,"bad"
5913,"F","N","Y",0,103500,"Pensioner","Secondary / secondary special","Married","House / apartment",-24831,365243,1,0,0,0,"",2,-13,"good"
5914,"M","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-21070,-1099,1,1,0,0,"Laborers",2,-43,"bad"
5915,"F","N","Y",0,112500,"State servant","Secondary / secondary special","Married","House / apartment",-21215,-808,1,0,0,0,"Medicine staff",2,-42,"bad"
5916,"M","N","Y",3,180000,"Working","Secondary / secondary special","Married","House / apartment",-14336,-6860,1,0,0,0,"Laborers",5,-39,"bad"
5917,"F","N","Y",1,135000,"Working","Incomplete higher","Married","House / apartment",-15948,-9359,1,0,0,0,"",3,-19,"good"
5918,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-23632,365243,1,0,0,0,"",1,-18,"bad"
5919,"M","N","Y",0,225000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-10570,-1175,1,0,0,0,"Managers",2,-41,"bad"
5920,"F","N","N",0,315000,"Commercial associate","Higher education","Married","House / apartment",-16188,-309,1,1,1,1,"Sales staff",2,-17,"good"
5921,"F","N","N",0,135000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-9888,-2031,1,0,0,0,"Laborers",2,-9,"bad"
5922,"F","N","N",0,157500,"Working","Higher education","Married","House / apartment",-11615,-2936,1,0,0,0,"Sales staff",2,-22,"bad"
5923,"F","N","N",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-13101,-2204,1,1,1,0,"Accountants",2,-20,"bad"
5924,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21497,365243,1,0,0,0,"",1,-52,"bad"
5925,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-18179,-2773,1,0,1,0,"Sales staff",2,-51,"bad"
5926,"M","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22131,365243,1,0,0,0,"",2,-39,"good"
5927,"F","N","N",2,139500,"Working","Incomplete higher","Married","With parents",-13166,-2988,1,1,1,0,"Core staff",4,-7,"bad"
5928,"M","Y","N",0,292500,"Working","Higher education","Married","House / apartment",-18115,-713,1,0,0,0,"Managers",2,-41,"bad"
5929,"M","N","Y",1,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15085,-4033,1,0,0,1,"",3,-49,"bad"
5930,"F","N","Y",0,144000,"Commercial associate","Higher education","Married","House / apartment",-9713,-3078,1,1,1,0,"Accountants",2,-25,"bad"
5931,"M","Y","Y",1,144000,"Working","Secondary / secondary special","Married","House / apartment",-8696,-1070,1,0,0,1,"Drivers",3,-26,"bad"
5932,"F","N","Y",1,135000,"State servant","Higher education","Civil marriage","House / apartment",-16986,-9195,1,1,1,0,"Core staff",3,-33,"bad"
5933,"F","Y","N",0,225000,"Working","Higher education","Married","House / apartment",-15318,-5490,1,0,0,0,"Accountants",2,-4,"good"
5934,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16562,-1043,1,0,0,0,"Security staff",2,0,"good"
5935,"F","N","Y",0,76500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-23434,365243,1,0,0,0,"",1,-37,"bad"
5936,"M","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-14854,-3518,1,1,0,0,"Drivers",2,-60,"bad"
5937,"F","N","Y",0,135000,"Pensioner","Higher education","Single / not married","House / apartment",-22501,365243,1,0,0,0,"",1,-8,"bad"
5938,"F","N","N",1,135000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-10725,-2802,1,0,0,0,"Private service staff",2,-43,"good"
5939,"F","N","N",0,202500,"Commercial associate","Higher education","Married","House / apartment",-17807,-3041,1,0,0,0,"Accountants",2,-47,"bad"
5940,"F","N","N",0,180000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-10456,-1953,1,1,0,0,"Medicine staff",2,-19,"bad"
5941,"F","N","Y",0,247500,"Commercial associate","Higher education","Married","House / apartment",-11914,-2980,1,0,0,0,"Sales staff",2,-6,"bad"
5942,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21885,365243,1,0,0,0,"",2,-21,"good"
5943,"F","N","Y",1,337500,"Working","Secondary / secondary special","Married","House / apartment",-12790,-3329,1,0,0,1,"Core staff",3,-43,"bad"
5944,"M","N","N",2,180000,"Working","Secondary / secondary special","Married","House / apartment",-9930,-2324,1,0,0,1,"Laborers",4,-22,"bad"
5945,"M","Y","Y",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-15207,-2102,1,1,1,0,"Drivers",3,-31,"good"
5946,"M","Y","Y",1,315000,"Commercial associate","Secondary / secondary special","Married","With parents",-10317,-298,1,0,1,0,"",3,-40,"bad"
5947,"M","N","Y",2,270000,"Working","Secondary / secondary special","Married","House / apartment",-12488,-3608,1,0,0,0,"Security staff",4,-19,"bad"
