"X","user_seq","rent_date","rent_place","bike_id","return_place","return_date","using_time","dist","user_age","user_type","bill_type","rent_hour","rent_days","rent_wdays","return_hour","return_day","return_wdays","month","region"
590108,18866292,"2019-02-09 00:41:40","ST-603","19B00800003F25","ST-1114","2019-02-09 01:01:44",19,3250,"AGE_003","USR_001","BIL_006",0,9,7,1,9,7,2,"노원구"
590126,18866315,"2019-02-09 01:00:02","ST-1046","19B00900004D7F","ST-497","2019-02-09 01:03:57",3,800,"AGE_005","USR_001","BIL_015",1,9,7,1,9,7,2,"강동구"
590353,18866582,"2019-02-09 00:05:40","ST-714","19B00800001967","ST-884","2019-02-09 01:28:19",82,6330,"AGE_003","USR_001","BIL_015",0,9,7,1,9,7,2,"관악구"
590554,18866807,"2019-02-09 01:26:47","ST-7","19B008000043EE","ST-208","2019-02-09 01:50:15",23,3200,"AGE_003","USR_001","BIL_015",1,9,7,1,9,7,2,"마포구"
590602,18866859,"2019-02-09 01:49:13","ST-1032","19B008000039D2","ST-474","2019-02-09 01:56:14",6,1020,"AGE_004","USR_001","BIL_002",1,9,7,1,9,7,2,"은평구"
590642,18866905,"2019-02-09 01:43:03","ST-839","19B00800001D2E","ST-1586","2019-02-09 02:01:53",16,2010,"AGE_003","USR_001","BIL_002",1,9,7,2,9,7,2,"송파구"
590854,18867146,"2019-02-09 02:20:29","ST-455","19B00700000E60","ST-33","2019-02-09 02:28:16",7,1910,"AGE_002","USR_001","BIL_004",2,9,7,2,9,7,2,"은평구"
590897,18867193,"2019-02-09 02:06:48","ST-299","19B008000034F1","ST-1677","2019-02-09 02:33:25",26,4650,"AGE_005","USR_001","BIL_004",2,9,7,2,9,7,2,"영등포구"
590946,18867247,"2019-02-09 02:31:22","ST-571","19B0080000382D","ST-1723","2019-02-09 02:41:11",9,1200,"AGE_002","USR_001","BIL_006",2,9,7,2,9,7,2,"성북구"
591067,18867378,"2019-02-09 02:43:51","ST-1542","19B00800001A5D","ST-688","2019-02-09 02:59:05",14,2480,"AGE_003","USR_001","BIL_004",2,9,7,2,9,7,2,"동작구"
591248,18867584,"2019-02-09 03:18:20","ST-1436","19B00800002649","ST-326","2019-02-09 03:30:58",12,2570,"AGE_006","USR_001","BIL_006",3,9,7,3,9,7,2,"중구"
591255,18867591,"2019-02-09 03:19:16","ST-604","19B00800003A04","ST-606","2019-02-09 03:32:22",12,1960,"AGE_002","USR_001","BIL_004",3,9,7,3,9,7,2,"노원구"
591273,18867612,"2019-02-09 03:20:22","ST-59","19B008000040E2","ST-298","2019-02-09 03:35:57",15,2510,"AGE_004","USR_001","BIL_005",3,9,7,3,9,7,2,"영등포구"
591350,18867694,"2019-02-09 03:45:08","ST-252","19B00800004113","ST-1300","2019-02-09 03:52:00",6,1460,"AGE_004","USR_001","BIL_005",3,9,7,3,9,7,2,"광진구"
591456,18867807,"2019-02-09 02:37:19","ST-697","19B0070000162B","ST-697","2019-02-09 04:18:58",101,1750,"AGE_002","USR_001","BIL_014",2,9,7,4,9,7,2,"동작구"
591460,18867813,"2019-02-09 03:26:33","ST-1349","19B00800003316","ST-558","2019-02-09 04:19:30",48,1940,"AGE_004","USR_001","BIL_005",3,9,7,4,9,7,2,"노원구"
591492,18867850,"2019-02-09 04:22:15","ST-963","19B00800001A73","ST-1174","2019-02-09 04:30:18",7,860,"AGE_004","USR_001","BIL_015",4,9,7,4,9,7,2,"강남구"
591730,18868105,"2019-02-09 06:28:36","ST-1094","19B009000049CE","ST-599","2019-02-09 06:40:30",11,2130,"AGE_003","USR_001","BIL_002",6,9,7,6,9,7,2,"중랑구"
591755,18868132,"2019-02-09 06:41:11","ST-486","19B008000039FC","ST-505","2019-02-09 06:52:34",11,2250,"AGE_004","USR_001","BIL_005",6,9,7,6,9,7,2,"강동구"
591761,18868139,"2019-02-09 06:42:51","ST-895","19B009000046FF","ST-1072","2019-02-09 06:53:47",10,1850,"AGE_003","USR_001","BIL_004",6,9,7,6,9,7,2,"송파구"
591780,18868158,"2019-02-09 06:54:05","ST-518","19B00900004B51","ST-519","2019-02-09 07:01:49",7,1490,"AGE_004","USR_001","BIL_004",6,9,7,7,9,7,2,"강서구"
591973,18868376,"2019-02-09 06:34:59","ST-1692","19B008000027C6","ST-82","2019-02-09 08:01:35",78,15150,"AGE_004","USR_001","BIL_014",6,9,7,8,9,7,2,"마포구"
592085,18868507,"2019-02-09 08:16:15","ST-977","19B00900004CBF","ST-180","2019-02-09 08:26:13",9,2090,"AGE_007","USR_001","BIL_014",8,9,7,8,9,7,2,"중구"
592127,18868553,"2019-02-09 08:19:01","ST-1084","19B00800002D5D","ST-1186","2019-02-09 08:32:10",12,2350,"AGE_005","USR_001","BIL_004",8,9,7,8,9,7,2,"송파구"
592257,18868692,"2019-02-09 08:47:29","ST-363","19B00700000BBE","ST-983","2019-02-09 08:51:14",3,670,"AGE_003","USR_001","BIL_014",8,9,7,8,9,7,2,"성동구"
592260,18868695,"2019-02-09 08:47:27","ST-788","19B00800003181","ST-787","2019-02-09 08:52:03",4,750,"AGE_002","USR_001","BIL_015",8,9,7,8,9,7,2,"강남구"
592290,18868727,"2019-02-09 08:46:41","ST-856","19B00900004B28","ST-1332","2019-02-09 08:54:42",7,1940,"AGE_002","USR_001","BIL_004",8,9,7,8,9,7,2,"중랑구"
592337,18868778,"2019-02-09 08:58:48","ST-1208","19B00800002280","ST-1386","2019-02-09 09:01:36",2,370,"AGE_003","USR_001","BIL_006",8,9,7,9,9,7,2,"성북구"
592357,18868800,"2019-02-09 08:39:28","ST-371","19B00900004C09","ST-358","2019-02-09 09:06:51",25,4560,"AGE_005","USR_001","BIL_014",8,9,7,9,9,7,2,"성동구"
592447,18868898,"2019-02-09 09:15:14","ST-1621","19B00800002537","ST-485","2019-02-09 09:21:32",6,1360,"AGE_003","USR_001","BIL_005",9,9,7,9,9,7,2,"강동구"
592570,18869036,"2019-02-09 09:13:21","ST-823","19B00800004148","ST-1364","2019-02-09 09:38:37",24,4310,"AGE_002","USR_001","BIL_014",9,9,7,9,9,7,2,"강남구"
592702,18869178,"2019-02-09 09:32:12","ST-1303","19B00800003C98","ST-406","2019-02-09 09:54:35",21,2070,"AGE_003","USR_001","BIL_004",9,9,7,9,9,7,2,"동대문구"
592750,18869230,"2019-02-09 09:52:40","ST-1147","19B008000025CF","ST-636","2019-02-09 10:00:39",7,730,"AGE_004","USR_001","BIL_005",9,9,7,10,9,7,2,"금천구"
592799,18869285,"2019-02-09 10:03:00","ST-776","19B0080000350C","ST-749","2019-02-09 10:07:05",3,550,"AGE_003","USR_001","BIL_004",10,9,7,10,9,7,2,"서초구"
593029,18869534,"2019-02-09 10:16:44","ST-201","19B008000042AA","ST-116","2019-02-09 10:40:44",23,3820,"AGE_002","USR_001","BIL_002",10,9,7,10,9,7,2,"마포구"
593037,18869543,"2019-02-09 10:37:46","ST-1476","19B00800001BD2","ST-1639","2019-02-09 10:41:53",3,580,"AGE_005","USR_001","BIL_005",10,9,7,10,9,7,2,"노원구"
593126,18869640,"2019-02-09 10:34:40","ST-127","19B00800003287","ST-127","2019-02-09 10:51:37",16,1180,"AGE_004","USR_001","BIL_015",10,9,7,10,9,7,2,"중구"
593336,18869865,"2019-02-09 11:00:15","ST-842","19B00800003573","ST-158","2019-02-09 11:16:08",15,1610,"AGE_003","USR_001","BIL_002",11,9,7,11,9,7,2,"성북구"
593507,18870047,"2019-02-09 11:29:06","ST-183","19B00900004CBF","ST-122","2019-02-09 11:36:59",7,1800,"AGE_004","USR_001","BIL_002",11,9,7,11,9,7,2,"종로구"
593525,18870067,"2019-02-09 11:35:18","ST-6","19B00800003C97","ST-10","2019-02-09 11:39:35",3,440,"AGE_002","USR_001","BIL_005",11,9,7,11,9,7,2,"마포구"
593573,18870120,"2019-02-09 11:42:18","ST-1616","19B007000016CD","ST-236","2019-02-09 11:45:18",2,770,"AGE_004","USR_001","BIL_004",11,9,7,11,9,7,2,"성동구"
593716,18870277,"2019-02-09 11:45:52","ST-977","19B00800004471","ST-1374","2019-02-09 12:00:18",14,1150,"AGE_004","USR_001","BIL_004",11,9,7,12,9,7,2,"중구"
593738,18870301,"2019-02-09 11:58:09","ST-743","19B0080000435B","ST-742","2019-02-09 12:02:10",3,880,"AGE_003","USR_001","BIL_015",11,9,7,12,9,7,2,"서초구"
593754,18870320,"2019-02-09 11:56:01","ST-504","19B00800003E76","ST-500","2019-02-09 12:03:24",7,770,"AGE_002","USR_001","BIL_002",11,9,7,12,9,7,2,"강동구"
593777,18870343,"2019-02-09 11:59:40","ST-102","19B00800001F16","ST-972","2019-02-09 12:05:36",5,430,"AGE_005","USR_001","BIL_004",11,9,7,12,9,7,2,"광진구"
593852,18870423,"2019-02-09 11:23:45","ST-1289","19B0060000043F","ST-1289","2019-02-09 12:13:58",49,10000,"AGE_004","USR_001","BIL_002",11,9,7,12,9,7,2,"노원구"
593874,18870449,"2019-02-09 12:07:21","ST-894","19B00800003B7E","ST-542","2019-02-09 12:16:43",9,1030,"AGE_004","USR_001","BIL_005",12,9,7,12,9,7,2,"송파구"
593942,18870521,"2019-02-09 11:32:59","ST-800","19B00900004D0D","ST-793","2019-02-09 12:23:51",46,5820,"AGE_002","USR_001","BIL_006",11,9,7,12,9,7,2,"강남구"
593946,18870526,"2019-02-09 12:18:34","ST-1494","19B00900004D7A","ST-4","2019-02-09 12:24:07",5,1330,"AGE_004","USR_001","BIL_004",12,9,7,12,9,7,2,"마포구"
594064,18870650,"2019-02-09 11:38:09","ST-702","19B00800003C8A","ST-702","2019-02-09 12:37:20",58,5190,"AGE_002","USR_001","BIL_016",11,9,7,12,9,7,2,"관악구"
594267,18870865,"2019-02-09 12:47:44","ST-1336","19B00900004D04","ST-270","2019-02-09 12:57:56",9,1490,"AGE_003","USR_001","BIL_015",12,9,7,12,9,7,2,"성동구"
594292,18870890,"2019-02-09 12:41:35","ST-643","19B008000021FC","ST-1389","2019-02-09 12:59:17",16,2060,"AGE_002","USR_001","BIL_004",12,9,7,12,9,7,2,"강북구"
594372,18870978,"2019-02-09 13:00:57","ST-1098","19B00900004573","ST-850","2019-02-09 13:06:59",5,770,"AGE_003","USR_001","BIL_006",13,9,7,13,9,7,2,"중랑구"
594433,18871042,"2019-02-09 12:37:00","ST-1099","19B0090000460B","ST-401","2019-02-09 13:13:37",36,3640,"AGE_003","USR_001","BIL_015",12,9,7,13,9,7,2,"중랑구"
594691,18871335,"2019-02-09 12:57:25","ST-97","19B008000024E3","ST-1584","2019-02-09 13:38:34",39,5270,"AGE_002","USR_001","BIL_006",12,9,7,13,9,7,2,"광진구"
594707,18871351,"2019-02-09 13:29:06","ST-1118","19B0080000400C","ST-735","2019-02-09 13:39:32",10,1800,"AGE_002","USR_001","BIL_002",13,9,7,13,9,7,2,"노원구"
594746,18871391,"2019-02-09 13:30:15","ST-970","19B008000030DC","ST-735","2019-02-09 13:41:56",10,920,"AGE_002","USR_001","BIL_004",13,9,7,13,9,7,2,"노원구"
594773,18871421,"2019-02-09 12:55:02","ST-401","19B00800002306","ST-186","2019-02-09 13:44:21",47,6670,"AGE_002","USR_001","BIL_014",12,9,7,13,9,7,2,"동대문구"
594786,18871434,"2019-02-09 13:34:03","ST-481","19B0080000334B","ST-1482","2019-02-09 13:45:27",11,1960,"AGE_003","USR_001","BIL_014",13,9,7,13,9,7,2,"은평구"
594808,18871457,"2019-02-09 12:58:13","ST-839","19B008000043E7","ST-1072","2019-02-09 13:48:16",49,2530,"AGE_002","USR_001","BIL_004",12,9,7,13,9,7,2,"송파구"
594933,18871591,"2019-02-09 13:46:04","ST-447","19B00800004251","ST-359","2019-02-09 13:56:45",10,1180,"AGE_003","USR_001","BIL_004",13,9,7,13,9,7,2,"성동구"
595138,18871816,"2019-02-09 13:45:39","ST-1494","19B008000027F1","ST-341","2019-02-09 14:14:04",27,3890,"AGE_003","USR_001","BIL_005",13,9,7,14,9,7,2,"마포구"
595241,18871930,"2019-02-09 14:10:33","ST-1017","19B008000026E4","ST-1497","2019-02-09 14:22:56",11,1620,"AGE_004","USR_001","BIL_004",14,9,7,14,9,7,2,"양천구"
595463,18872175,"2019-02-09 14:17:05","ST-252","19B00900004655","ST-109","2019-02-09 14:42:22",24,4160,"AGE_002","USR_001","BIL_002",14,9,7,14,9,7,2,"광진구"
595502,18872216,"2019-02-09 14:23:52","ST-354","19B00900004AE6","ST-127","2019-02-09 14:44:29",20,2260,"AGE_003","USR_001","BIL_006",14,9,7,14,9,7,2,"서대문구"
595643,18872372,"2019-02-09 13:51:43","ST-1156","19B00800003927","ST-1156","2019-02-09 14:57:30",65,5850,"AGE_002","USR_001","BIL_016",13,9,7,14,9,7,2,"관악구"
595819,18872559,"2019-02-09 15:08:47","ST-759","19B0090000466E","ST-760","2019-02-09 15:10:51",1,330,"AGE_003","USR_001","BIL_005",15,9,7,15,9,7,2,"서초구"
596663,18873470,"2019-02-09 15:33:41","ST-176","19B0080000402E","ST-401","2019-02-09 16:15:50",41,5990,"AGE_003","USR_001","BIL_006",15,9,7,16,9,7,2,"종로구"
596769,18873583,"2019-02-09 15:33:55","ST-668","19B00800003F3B","ST-668","2019-02-09 16:22:58",48,4300,"AGE_004","USR_001","BIL_006",15,9,7,16,9,7,2,"구로구"
597034,18873878,"2019-02-09 16:05:49","ST-1195","19B008000039C4","ST-1199","2019-02-09 16:41:41",35,4200,"AGE_004","USR_001","BIL_014",16,9,7,16,9,7,2,"성동구"
597073,18873919,"2019-02-09 16:36:02","ST-221","19B0080000399F","ST-18","2019-02-09 16:44:34",8,2840,"AGE_001","USR_001","BIL_004",16,9,7,16,9,7,2,"서대문구"
597206,18874061,"2019-02-09 16:48:02","ST-116","19B00900004B2E","ST-128","2019-02-09 16:52:36",0,0,"AGE_002","USR_001","BIL_015",16,9,7,16,9,7,2,"중구"
597218,18874073,"2019-02-09 16:40:24","ST-1151","19B00800002816","ST-283","2019-02-09 16:53:37",12,1490,"AGE_002","USR_001","BIL_001",16,9,7,16,9,7,2,"동작구"
597291,18874148,"2019-02-09 16:15:53","ST-1202","19B00800001FD8","ST-827","2019-02-09 16:59:06",41,5280,"AGE_003","USR_001","BIL_004",16,9,7,16,9,7,2,"성북구"
597353,18874212,"2019-02-09 16:45:53","ST-1632","19B00900004ABC","ST-1298","2019-02-09 17:04:15",18,3470,"AGE_004","USR_001","BIL_014",16,9,7,17,9,7,2,"동대문구"
597527,18874393,"2019-02-09 16:21:18","ST-808","19B0070000088C","ST-954","2019-02-09 17:18:25",56,9020,"AGE_003","USR_001","BIL_014",16,9,7,17,9,7,2,"강남구"
597606,18874478,"2019-02-09 16:01:09","ST-748","19B008000019D4","ST-1705","2019-02-09 17:23:59",82,12470,"AGE_008","USR_003","BIL_007",16,9,7,17,9,7,2,"서초구"
597623,18874495,"2019-02-09 17:01:00","ST-302","19B00800003DE8","ST-299","2019-02-09 17:25:15",23,1920,"AGE_003","USR_001","BIL_006",17,9,7,17,9,7,2,"영등포구"
597808,18874706,"2019-02-09 17:12:01","ST-1445","19B00900004CEB","ST-322","2019-02-09 17:40:00",27,3870,"AGE_005","USR_001","BIL_015",17,9,7,17,9,7,2,"용산구"
597896,18874807,"2019-02-09 17:38:24","ST-735","19B00800004387","ST-1123","2019-02-09 17:47:02",8,670,"AGE_005","USR_001","BIL_004",17,9,7,17,9,7,2,"노원구"
598053,18874971,"2019-02-09 17:49:51","ST-169","19B00800003F85","ST-159","2019-02-09 17:57:44",7,2110,"AGE_001","USR_001","BIL_004",17,9,7,17,9,7,2,"종로구"
598173,18875101,"2019-02-09 17:52:10","ST-1293","19B00800002BC1","ST-1465","2019-02-09 18:06:26",14,1490,"AGE_003","USR_001","BIL_015",17,9,7,18,9,7,2,"도봉구"
598174,18875102,"2019-02-09 17:51:35","ST-593","19B00800003610","ST-1098","2019-02-09 18:06:26",14,3220,"AGE_004","USR_001","BIL_004",17,9,7,18,9,7,2,"중랑구"
598338,18875272,"2019-02-09 17:51:11","ST-1661","19B00800003A8F","ST-109","2019-02-09 18:19:36",28,2680,"AGE_002","USR_001","BIL_005",17,9,7,18,9,7,2,"광진구"
598631,18875590,"2019-02-09 18:01:24","ST-1602","19B0080000299E","ST-1602","2019-02-09 18:41:59",40,1950,"AGE_002","USR_001","BIL_004",18,9,7,18,9,7,2,"광진구"
598635,18875594,"2019-02-09 17:30:01","ST-1546","19B008000024BA","ST-934","2019-02-09 18:42:29",70,18880,"AGE_002","USR_001","BIL_004",17,9,7,18,9,7,2,"관악구"
598743,18875708,"2019-02-09 18:43:34","ST-1190","19B0080000403B","ST-18","2019-02-09 18:51:23",7,1700,"AGE_007","USR_001","BIL_005",18,9,7,18,9,7,2,"서대문구"
598877,18875845,"2019-02-09 18:51:52","ST-1510","19B008000041A1","ST-527","2019-02-09 19:02:17",10,1410,"AGE_002","USR_001","BIL_004",18,9,7,19,9,7,2,"강서구"
598952,18875922,"2019-02-09 18:56:25","ST-18","19B008000026A2","ST-341","2019-02-09 19:09:15",11,1290,"AGE_002","USR_001","BIL_004",18,9,7,19,9,7,2,"마포구"
599068,18876046,"2019-02-09 18:46:02","ST-799","19B00900004D0D","ST-793","2019-02-09 19:19:21",30,4270,"AGE_003","USR_001","BIL_014",18,9,7,19,9,7,2,"강남구"
599109,18876089,"2019-02-09 19:18:32","ST-540","19B008000019DB","ST-909","2019-02-09 19:22:33",3,770,"AGE_002","USR_001","BIL_004",19,9,7,19,9,7,2,"송파구"
599373,18876370,"2019-02-09 18:58:22","ST-20","19B007000013B2","ST-20","2019-02-09 19:51:47",53,2000,"AGE_003","USR_001","BIL_015",18,9,7,19,9,7,2,"마포구"
599388,18876385,"2019-02-09 19:31:43","ST-963","19B008000031DE","ST-1191","2019-02-09 19:52:34",19,3590,"AGE_002","USR_001","BIL_006",19,9,7,19,9,7,2,"강남구"
599458,18876458,"2019-02-09 19:48:24","ST-625","19B0090000490B","ST-674","2019-02-09 20:00:30",11,1170,"AGE_006","USR_001","BIL_004",19,9,7,20,9,7,2,"금천구"
599584,18876598,"2019-02-09 20:03:46","ST-259","19B009000046D8","ST-987","2019-02-09 20:15:14",11,2550,"AGE_003","USR_001","BIL_015",20,9,7,20,9,7,2,"광진구"
599703,18876726,"2019-02-09 20:10:47","ST-1254","19B008000030D3","ST-1254","2019-02-09 20:30:07",19,2930,"AGE_004","USR_001","BIL_005",20,9,7,20,9,7,2,"강서구"
599826,18876860,"2019-02-09 20:32:06","ST-220","19B0080000386E","ST-455","2019-02-09 20:45:34",13,2290,"AGE_003","USR_001","BIL_004",20,9,7,20,9,7,2,"서대문구"
600011,18877064,"2019-02-09 20:54:37","ST-1440","19B00800002D73","ST-1631","2019-02-09 21:08:46",13,1940,"AGE_005","USR_001","BIL_004",20,9,7,21,9,7,2,"중구"
600070,18877124,"2019-02-09 20:28:13","ST-126","19B0080000432B","ST-73","2019-02-09 21:14:29",45,8070,"AGE_002","USR_001","BIL_006",20,9,7,21,9,7,2,"중구"
600252,18877321,"2019-02-09 21:36:44","ST-158","19B00900004810","ST-171","2019-02-09 21:39:16",2,450,"AGE_002","USR_001","BIL_002",21,9,7,21,9,7,2,"종로구"
600462,18877554,"2019-02-09 21:53:15","ST-903","19B00800001BFE","ST-1186","2019-02-09 22:04:58",11,2400,"AGE_004","USR_001","BIL_005",21,9,7,22,9,7,2,"송파구"
600478,18877570,"2019-02-09 21:58:09","ST-16","19B00800002A88","ST-30","2019-02-09 22:06:43",8,1630,"AGE_002","USR_001","BIL_004",21,9,7,22,9,7,2,"마포구"
600484,18877578,"2019-02-09 21:28:39","ST-1251","19B0090000498C","ST-1251","2019-02-09 22:07:39",37,2080,"AGE_003","USR_001","BIL_014",21,9,7,22,9,7,2,"강서구"
600521,18877615,"2019-02-09 21:56:25","ST-50","19B0080000325B","ST-305","2019-02-09 22:10:28",13,2370,"AGE_003","USR_001","BIL_005",21,9,7,22,9,7,2,"영등포구"
600599,18877700,"2019-02-09 21:52:39","ST-754","19B00800003132","ST-732","2019-02-09 22:18:00",21,2480,"AGE_003","USR_001","BIL_005",21,9,7,22,9,7,2,"서초구"
600665,18877773,"2019-02-09 22:06:42","ST-655","19B008000029D9","ST-559","2019-02-09 22:25:24",18,3320,"AGE_003","USR_001","BIL_004",22,9,7,22,9,7,2,"성북구"
600696,18877807,"2019-02-09 22:00:33","ST-1111","19B00800003F39","ST-583","2019-02-09 22:29:01",28,3770,"AGE_002","USR_001","BIL_004",22,9,7,22,9,7,2,"노원구"
600773,18877890,"2019-02-09 21:50:46","ST-1370","19B00800002182","ST-1370","2019-02-09 22:39:10",45,6810,"AGE_002","USR_001","BIL_006",21,9,7,22,9,7,2,"강동구"
600786,18877904,"2019-02-09 22:29:45","ST-891","19B00800002985","ST-1070","2019-02-09 22:40:52",10,1090,"AGE_002","USR_001","BIL_004",22,9,7,22,9,7,2,"송파구"
600792,18877910,"2019-02-09 22:33:11","ST-285","19B0080000356E","ST-1319","2019-02-09 22:41:34",7,1480,"AGE_008","USR_003","BIL_007",22,9,7,22,9,7,2,"영등포구"
600823,18877945,"2019-02-09 22:31:42","ST-262","19B00800003CDA","ST-852","2019-02-09 22:46:32",14,1910,"AGE_002","USR_001","BIL_006",22,9,7,22,9,7,2,"동대문구"
601007,18878155,"2019-02-09 23:00:58","ST-1660","19B00800003F07","ST-99","2019-02-09 23:10:04",8,880,"AGE_002","USR_001","BIL_006",23,9,7,23,9,7,2,"광진구"
601045,18878199,"2019-02-09 23:02:09","ST-173","19B00800002586","ST-170","2019-02-09 23:15:26",12,1910,"AGE_002","USR_001","BIL_006",23,9,7,23,9,7,2,"종로구"
601048,18878202,"2019-02-09 23:09:01","ST-1402","19B00800003F17","ST-1718","2019-02-09 23:15:48",6,1400,"AGE_002","USR_001","BIL_015",23,9,7,23,9,7,2,"강서구"
601253,18878429,"2019-02-09 23:36:01","ST-311","19B00800001C8B","ST-428","2019-02-09 23:46:11",9,1360,"AGE_002","USR_001","BIL_002",23,9,7,23,9,7,2,"양천구"
601344,18878525,"2019-02-09 23:58:31","ST-1549","19B00800001B2F","ST-1269","2019-02-10 00:00:53",1,260,"AGE_003","USR_001","BIL_004",23,9,7,0,10,1,2,"관악구"
601398,18878605,"2019-02-09 23:39:03","ST-7","19B00900004722","ST-208","2019-02-10 00:10:26",31,3780,"AGE_003","USR_001","BIL_015",23,9,7,0,10,1,2,"마포구"
601413,18878634,"2019-02-09 23:52:38","ST-360","19B00800003E19","ST-366","2019-02-10 00:13:32",20,4230,"AGE_002","USR_001","BIL_004",23,9,7,0,10,1,2,"성동구"
601418,18878654,"2019-02-09 23:54:33","ST-1137","19B008000034B7","ST-650","2019-02-10 00:16:40",21,3270,"AGE_004","USR_001","BIL_004",23,9,7,0,10,1,2,"도봉구"
601421,18878679,"2019-02-09 23:59:27","ST-30","19B008000039A4","ST-223","2019-02-10 00:19:24",19,3630,"AGE_004","USR_001","BIL_004",23,9,7,0,10,1,2,"서대문구"
601484,18878591,"2019-02-10 00:00:39","ST-56","19B00800004401","ST-69","2019-02-10 00:08:31",7,1280,"AGE_004","USR_001","BIL_015",0,10,1,0,10,1,2,"영등포구"
601795,18879002,"2019-02-10 00:21:03","ST-163","19B009000047D2","ST-563","2019-02-10 01:03:48",42,6450,"AGE_002","USR_001","BIL_006",0,10,1,1,10,1,2,"중구"
601944,18879164,"2019-02-10 01:14:47","ST-739","19B00800003B98","ST-1078","2019-02-10 01:29:36",14,2200,"AGE_002","USR_001","BIL_014",1,10,1,1,10,1,2,"송파구"
601968,18879196,"2019-02-10 01:28:22","ST-743","19B00800004263","ST-1167","2019-02-10 01:35:18",6,1630,"AGE_003","USR_001","BIL_002",1,10,1,1,10,1,2,"서초구"
601970,18879198,"2019-02-10 01:29:01","ST-1496","19B00800003EDF","ST-1006","2019-02-10 01:35:29",6,1080,"AGE_002","USR_001","BIL_004",1,10,1,1,10,1,2,"양천구"
602003,18879234,"2019-02-10 01:21:35","ST-570","19B008000041CC","ST-1094","2019-02-10 01:39:24",17,4330,"AGE_002","USR_001","BIL_005",1,10,1,1,10,1,2,"중랑구"
602089,18879329,"2019-02-10 01:44:44","ST-200","19B00700000AD5","ST-30","2019-02-10 01:54:48",9,1850,"AGE_005","USR_001","BIL_004",1,10,1,1,10,1,2,"마포구"
602216,18879464,"2019-02-10 02:06:06","ST-1521","19B00800003E55","ST-1652","2019-02-10 02:16:06",9,1850,"AGE_003","USR_001","BIL_004",2,10,1,2,10,1,2,"구로구"
602221,18879470,"2019-02-10 02:07:00","ST-428","19B00800001C8B","ST-1523","2019-02-10 02:16:19",8,1360,"AGE_005","USR_001","BIL_004",2,10,1,2,10,1,2,"양천구"
602251,18879503,"2019-02-10 02:17:35","ST-1025","19B00800003604","ST-465","2019-02-10 02:22:01",4,780,"AGE_005","USR_001","BIL_005",2,10,1,2,10,1,2,"은평구"
602308,18879562,"2019-02-10 02:28:21","ST-1704","19B00900004B95","ST-823","2019-02-10 02:33:18",4,1140,"AGE_002","USR_001","BIL_004",2,10,1,2,10,1,2,"강남구"
602380,18879641,"2019-02-10 02:43:00","ST-101","19B008000021F0","ST-113","2019-02-10 02:49:49",6,1230,"AGE_002","USR_001","BIL_004",2,10,1,2,10,1,2,"광진구"
602382,18879643,"2019-02-10 02:42:09","ST-670","19B007000012D3","ST-1652","2019-02-10 02:49:59",7,900,"AGE_003","USR_001","BIL_015",2,10,1,2,10,1,2,"구로구"
602444,18879708,"2019-02-10 02:42:28","ST-547","19B00900004756","ST-1683","2019-02-10 02:59:50",16,2500,"AGE_002","USR_001","BIL_004",2,10,1,2,10,1,2,"송파구"
602471,18879738,"2019-02-10 02:49:02","ST-1249","19B00900004DC8","ST-525","2019-02-10 03:07:02",16,2540,"AGE_004","USR_001","BIL_004",2,10,1,3,10,1,2,"강서구"
602491,18879760,"2019-02-10 02:55:44","ST-435","19B008000028B3","ST-335","2019-02-10 03:11:50",15,2030,"AGE_003","USR_001","BIL_006",2,10,1,3,10,1,2,"용산구"
